iter	Logloss
326	0.4151007219
327	0.4149744961
328	0.4148740951
329	0.4147003593
330	0.4146457799
331	0.414429318
332	0.4143993869
333	0.4143122702
334	0.4142355756
335	0.4141347686
336	0.4140642379
337	0.4139625698
338	0.4138631429
339	0.413803189
340	0.4135178133
341	0.4133745028
342	0.4132111144
343	0.4129740348
344	0.4128346609
345	0.412632585
346	0.4124600138
347	0.4122833363
348	0.4121816815
349	0.4121480371
350	0.4120157729
351	0.4118382278
352	0.411740476
353	0.4115892491
354	0.4114718131
355	0.4113437338
356	0.4112760805
357	0.4111296514
358	0.4110267223
359	0.4109378114
360	0.4107085217
361	0.4104945094
362	0.4104443155
363	0.4102795444
364	0.4101343239
365	0.4100267697
366	0.4099258214
367	0.4098680302
368	0.4097176402
369	0.4095315383
370	0.4093617782
371	0.4093362845
372	0.4091760925
373	0.4090791485
374	0.4090471532
375	0.4088900819
376	0.408789754
377	0.408660864
378	0.4085923492
379	0.4085414398
380	0.4084480544
381	0.4083233283
382	0.4082524195
383	0.408145681
384	0.407907864
385	0.4077966429
386	0.4077193493
387	0.4076274076
388	0.407428785
389	0.4072741604
390	0.4071791981
391	0.4070720699
392	0.4068337758
393	0.4066963702
394	0.4066589739
395	0.4065702402
396	0.4065038501
397	0.4063833879
398	0.4063131373
399	0.4061513459
400	0.4059644824
401	0.4058597077
402	0.4057643291
403	0.4056097573
404	0.4054989066
405	0.4054231202
406	0.4053412128
407	0.4051545086
408	0.4049681194
409	0.4047787786
410	0.4046407489
411	0.4045682712
412	0.40444122
413	0.4043042355
414	0.4042272617
415	0.4040197687
416	0.4038707862
417	0.4038237081
418	0.4037197973
419	0.4035102532
420	0.4034198412
421	0.4033507984
422	0.4031666229
423	0.4030558999
424	0.4029883907
425	0.4029240385
426	0.4028422385
427	0.4027431617
428	0.4026396625
429	0.4026006107
430	0.4025193434
431	0.402451374
432	0.4023830151
433	0.4022965968
434	0.40225823
435	0.4020979451
436	0.4019841048
437	0.4018592732
438	0.4017784355
439	0.4016656624
440	0.4014826951
441	0.4014253224
442	0.4013034405
443	0.4012342271
444	0.4010904511
445	0.4008829056
446	0.4007330475
447	0.4006028595
448	0.4005439539
449	0.4005097877
450	0.4003829378
451	0.4002615623
452	0.400189088
453	0.3999762029
454	0.3999123076
455	0.3997192914
456	0.399598408
457	0.3995134176
458	0.3994412746
459	0.3993938665
460	0.3992980965
461	0.3992232171
462	0.3991098671
463	0.3990006027
464	0.3989438968
465	0.3988451911
466	0.3987804264
467	0.3986856276
468	0.3986627633
469	0.3985770336
470	0.3983062203
471	0.3981867059
472	0.3979956751
473	0.3978096708
474	0.3977676106
475	0.3976895446
476	0.3975860167
477	0.3973879178
478	0.3973481858
479	0.3972974842
480	0.3971080299
481	0.3969829017
482	0.3969344803
483	0.39674673
484	0.3966705312
485	0.3965671783
486	0.3964885143
487	0.3963747655
488	0.3963036277
489	0.3961846843
490	0.3960562677
491	0.3959334358
492	0.3958014434
493	0.3957150977
494	0.3956124561
495	0.3955477247
496	0.3953477483
497	0.3952317276
498	0.395115683
499	0.3950080898
500	0.3948728844
501	0.3948032807
502	0.3947396001
503	0.3946333681
504	0.3943975955
505	0.3942734543
506	0.3941462631
507	0.3939782654
508	0.3938169405
509	0.3937560131
510	0.3936529504
511	0.3933639862
512	0.3932755119
513	0.3931238032
514	0.3930508052
515	0.392965935
516	0.392859734
517	0.3927219051
518	0.3926478033
519	0.3923698402
520	0.3922800972
521	0.3921715623
522	0.3919942701
523	0.3919060186
524	0.3918561271
525	0.3917772346
526	0.3916151487
527	0.3914771702
528	0.3914188987
529	0.3913071957
530	0.3912573692
531	0.3911178505
532	0.3911074674
533	0.3910237211
534	0.3909799457
535	0.3909077394
536	0.3908728927
537	0.3907543473
538	0.3906097607
539	0.3905618842
540	0.3904209996
541	0.390321084
542	0.3901954154
543	0.3900817619
544	0.3900203777
545	0.3899424094
546	0.3898670783
547	0.389736126
548	0.3895584203
549	0.3893427876
550	0.389307158
551	0.3891138659
552	0.3890667252
553	0.3890315689
554	0.3889193817
555	0.3888189103
556	0.3887456397
557	0.388677523
558	0.3885877682
559	0.3884566594
560	0.3883069275
561	0.3881582817
562	0.3880260628
563	0.3879992469
564	0.387965185
565	0.3878073126
566	0.3877013373
567	0.3876576992
568	0.3873820317
569	0.3872876286
570	0.3872225089
571	0.3871439679
572	0.387018898
573	0.3869686857
574	0.3868916789
575	0.3868385167
576	0.3867296335
577	0.3865575464
578	0.3864767455
579	0.386322066
580	0.3861824017
581	0.3860722626
582	0.3860155223
583	0.3859295172
584	0.385851556
585	0.3857757325
586	0.3856971985
587	0.3856204658
588	0.3854937444
589	0.3854134993
590	0.385311943
591	0.3852591295
592	0.3851194066
593	0.3850905971
594	0.3849388918
595	0.3849035417
596	0.3847843649
597	0.384627392
598	0.384551279
599	0.384461094
600	0.3843100221
601	0.3842253618
602	0.3841730779
603	0.3840258617
604	0.3839053913
605	0.3837276826
606	0.3836100181
607	0.3834500263
608	0.383355301
609	0.3833020005
610	0.3831530914
611	0.383048011
612	0.3829038852
613	0.3828332794
614	0.382754289
615	0.3825524905
616	0.3824540476
617	0.3823330941
618	0.3823118261
619	0.3822080759
620	0.3821693114
621	0.3819847633
622	0.381846781
623	0.3817774975
624	0.381679727
625	0.3816549709
626	0.3816129586
627	0.3815047777
628	0.3814237171
629	0.3813456147
630	0.3812642136
631	0.3812313417
632	0.3810506542
633	0.3808752669
634	0.380797847
635	0.3805580268
636	0.380479571
637	0.3804584858
638	0.3803680286
639	0.3803121173
640	0.3801959907
641	0.3800687265
642	0.379986964
643	0.3799247555
644	0.3798632476
645	0.3798232945
646	0.3797994143
647	0.3797274715
648	0.3796525675
649	0.3795294226
650	0.3794267798
651	0.3793772435
652	0.379256533
653	0.379172182
654	0.3790381113
655	0.3790106492
656	0.3789863329
657	0.3788634259
658	0.3787264065
659	0.3786414794
660	0.3785950215
661	0.3785841454
662	0.3785488988
663	0.3785318802
664	0.3784060093
665	0.3783635858
666	0.3782158434
667	0.3781545225
668	0.3779704915
669	0.3779207386
670	0.3777547406
671	0.3776662807
672	0.3776005547
673	0.3775081472
674	0.3774030447
675	0.3773940857
676	0.3773263022
677	0.3771637843
678	0.3770749444
679	0.3769295033
680	0.3768499529
681	0.3767061358
682	0.3766303973
683	0.3765616122
684	0.3764775808
685	0.3763746248
686	0.3763037979
687	0.3762546275
688	0.3762237522
689	0.3761473756
690	0.3761045223
691	0.3759097556
692	0.3757396423
693	0.3755949527
694	0.3755173593
695	0.3754071253
696	0.3752273997
697	0.3751669779
698	0.375118625
699	0.3750746777
700	0.3749310974
701	0.3747798828
702	0.3747250751
703	0.3746554738
704	0.3746238759
705	0.3745496513
706	0.3744384932
707	0.3744161455
708	0.3744041165
709	0.3743324513
710	0.3742526549
711	0.3741953297
712	0.3740989361
713	0.3739917188
714	0.3738840129
715	0.3738628094
716	0.3737751094
717	0.3736826786
718	0.3736268598
719	0.3735566597
720	0.3735017048
721	0.3733134505
722	0.3731964879
723	0.3731696019
724	0.3731357616
725	0.3731066819
726	0.3729514143
727	0.3729101333
728	0.3728126034
729	0.3726744727
730	0.3726023132
731	0.3725169825
732	0.3724056178
733	0.3723264229
734	0.3722338491
735	0.3721132919
736	0.3720483737
737	0.3719597308
738	0.3718926129
739	0.3718445583
740	0.3718030531
741	0.371663172
742	0.3715913953
743	0.3715297236
744	0.3714512603
745	0.3713506886
746	0.3712179028
747	0.3711938144
748	0.3710642731
749	0.3709674828
750	0.3708236337
751	0.3707619155
752	0.3705485028
753	0.3704401585
754	0.3703940689
755	0.3703296472
756	0.3702450137
757	0.3701849869
758	0.3701275461
759	0.3700723344
760	0.3699965642
761	0.369889413
762	0.369776389
763	0.3696979233
764	0.3695824299
765	0.3693915365
766	0.3693213792
767	0.3692321946
768	0.3691916484
769	0.3691088146
770	0.3690523829
771	0.3689181925
772	0.3688427781
773	0.3687669103
774	0.3686519616
775	0.368600607
776	0.3685137363
777	0.368454602
778	0.3684064888
779	0.3683395585
780	0.368231533
781	0.368167369
782	0.3681218862
783	0.3680864311
784	0.3680379848
785	0.368006722
786	0.3679563948
787	0.3678527526
788	0.3677737179
789	0.3676910241
790	0.3674917679
791	0.3674499372
792	0.3674203687
793	0.3673631056
794	0.367288329
795	0.3671261822
796	0.3671092435
797	0.3670532774
798	0.3669493057
799	0.366817941
800	0.3667694082
801	0.3666498653
802	0.3665470139
803	0.3665204354
804	0.3664206498
805	0.3663589217
806	0.366304284
807	0.3662105923
808	0.366166104
809	0.3660862766
810	0.3660183484
811	0.3659282659
812	0.3659005556
813	0.3658764944
814	0.3656814359
815	0.3655657671
816	0.3654322928
817	0.3653967621
818	0.365340616
819	0.3652704562
820	0.3652329551
821	0.3651727139
822	0.3651319803
823	0.3650532638
824	0.3649291101
825	0.3649026667
826	0.3648511171
827	0.3648046726
828	0.3647347044
829	0.3647165903
830	0.3646434138
831	0.3646254702
832	0.3646029656
833	0.3644952981
834	0.3644351025
835	0.3643707401
836	0.3642431704
837	0.3641216688
838	0.3640269854
839	0.3640054649
840	0.3638805163
841	0.3638164997
842	0.3637503011
843	0.363698202
844	0.363640073
845	0.3635648677
846	0.3634904557
847	0.3634313301
848	0.3633525995
849	0.3632869297
850	0.3632341458
851	0.3631972955
852	0.3631444041
853	0.3629711452
854	0.3628658917
855	0.3627232223
856	0.3626963807
857	0.3625863032
858	0.3625715821
859	0.3624972941
860	0.3624201197
861	0.3623786521
862	0.3623042083
863	0.3622750586
864	0.3622022855
865	0.3621190918
866	0.3620683507
867	0.3620357688
868	0.3620073043
869	0.3618846861
870	0.3618746916
871	0.3618452635
872	0.3618190807
873	0.3616951752
874	0.3616429435
875	0.3616160869
876	0.3615886032
877	0.3614458406
878	0.3614233055
879	0.361327258
880	0.3612949237
881	0.3612482763
882	0.3611499668
883	0.361007312
884	0.3609424392
885	0.3608924415
886	0.3608389014
887	0.360765465
888	0.3607573561
889	0.3606952263
890	0.3605977148
891	0.3605507754
892	0.360466253
893	0.360388155
894	0.3603661861
895	0.360274206
896	0.3602097307
897	0.3601885039
898	0.360181085
899	0.3601263368
900	0.3601135803
901	0.3600650664
902	0.3600174322
903	0.3599947546
904	0.3599430874
905	0.3598864892
906	0.3597923272
907	0.3596168968
908	0.359512063
909	0.3595120394
910	0.3595049442
911	0.3594880854
912	0.3594212606
913	0.3593847625
914	0.359217359
915	0.3591855097
916	0.3591370463
917	0.3590555483
918	0.3589751938
919	0.3588606622
920	0.3587878352
921	0.3587719701
922	0.3586627697
923	0.358638034
924	0.3585955721
925	0.3585906959
926	0.3585477438
927	0.3584567163
928	0.3583009801
929	0.3582141499
930	0.3581916731
931	0.3581179656
932	0.3580829807
933	0.3580682765
934	0.3579835464
935	0.3578966812
936	0.3578636157
937	0.357841547
938	0.3577091243
939	0.3576560329
940	0.3575060868
941	0.3574087503
942	0.3572971517
943	0.3572189279
944	0.3571703586
945	0.3570922543
946	0.3569994309
947	0.3569107324
948	0.3568855764
949	0.3567996018
950	0.3567502617
951	0.3566538901
952	0.3565334844
953	0.3565098529
954	0.3564298041
955	0.3562918628
956	0.3561888886
957	0.3561681365
958	0.3561131955
959	0.3560492395
960	0.3560278359
961	0.3559967499
962	0.3559834296
963	0.3559831774
964	0.3558824369
965	0.3558349578
966	0.3557237729
967	0.355669487
968	0.3555997062
969	0.3554782475
970	0.3553389317
971	0.3553019694
972	0.3552385714
973	0.3551416512
974	0.3550512631
975	0.3549605375
976	0.3549210386
977	0.3548078102
978	0.3547649372
979	0.3547344232
980	0.3546767775
981	0.3545869911
982	0.3545007637
983	0.3544435481
984	0.3544215946
985	0.3544078649
986	0.3543265168
987	0.3542629724
988	0.3541673594
989	0.3540973477
990	0.3540097024
991	0.3539260076
992	0.3538138386
993	0.3537836341
994	0.3537442739
995	0.3536633479
996	0.3536496527
997	0.353609217
998	0.3535808047
999	0.3535240982
